,NAME,DRIVE_DISTANCE,FWY_%,SG_P,SG_OTT,SG_APR,SG_ARG,GIR_Fairway_%,GIR_NotFairway_%,Sand_Save_Pct,avoid_three_putt
26,Graeme McDowell,-0.7663127517148811,0.41576882271408905,2.2056960960833347,-0.9195457177456521,-0.032627759594578885,0.2858894952343126,0.10571297635439998,-0.5401402392644286,0.7011334672393751,-0.8033135671236622
27,Marc Leishman,0.30315919217567705,-0.4372108036806197,0.6690930024432392,-0.10299011346213059,1.2095506710874881,0.5696078977040877,1.0006323296254354,-0.4171646539355404,0.8914989285701094,1.2733302900681613
28,Ryan Palmer,0.39321998745066633,-0.5011842756602225,0.5085523807196471,0.6534844764593927,0.9964674315162954,-1.265964191001881,0.6739157403360085,2.03978506128122,-1.3233618302170318,0.5910044512765621
29,Adam Hadwin,-0.2934935765211619,0.9779599401105993,0.6232242533793557,0.9893919658469283,0.01095744849952873,-1.1971839722213296,0.05954650178089574,0.03886980832575616,0.5223554687722519,0.7690024961787186
30,Talor Gooch,0.33693199040379485,-0.6097453190195493,0.6776933928927174,-0.6273335115304789,1.5219113290952595,-0.5953570578915037,1.5049122826591153,2.0013551908659424,1.354997443114503,0.9915000523064138
31,Russell Knox,-0.5636759623461489,0.7298204124321387,-0.4174229910075,-0.023792412712223803,1.3015638881750484,0.737259680981682,0.37205802197078,0.289944961705572,1.8896760866782143,0.3388405543318408
32,Nate Lashley,-0.664994357030515,0.6716627106325,1.1191801026325954,-0.7283788538665668,1.4880117227998424,-0.13968810847034988,1.2279134352180798,0.6434997695261264,0.18797439756522533,-0.8329799079406882
33,Charles Howell III,0.8660391626443918,0.20640109623538705,0.5572879266000234,0.6944488044334824,-0.06410596544032326,1.6571951071715583,2.1654479957877375,0.21052322951399732,-0.4923752077124401,-0.47698381813637597
34,Louis Oosthuizen,0.22435599631005188,1.2920115298286516,0.399614101692924,0.31211507667531185,-0.4854296436833635,1.9624073280102556,-0.13222193106290006,-0.6759257813984103,1.4410757386727482,-0.7588140558981233
35,Wyndham Clark,2.0706022994474402,-1.4317075044544498,1.9820859443969028,0.12367916799449916,-1.4055618145589686,0.8232349544573714,-0.08605545648939077,1.1840799467010337,0.9063970951090357,-2.227297926340913
36,Peter Malnati,-0.3385239741586629,-1.5790403490135354,1.3083886925211148,-1.0424387016679213,0.7712771896967393,0.41055364177406223,-0.8708855242389932,0.2387051344852009,-0.1348192107781925,-1.6933037916344438
37,Rory Sabbatini,-0.4623575676617764,0.6813556609324394,0.359478946262026,0.713565490821391,-0.1197981757827941,1.1800323393814822,-1.1230255007558307,0.8202771734364054,0.6531282639472773,-0.3583184548682717
38,Daniel Berger,0.5845991774100345,0.6018734684729332,-0.11354252845927212,0.8309965643471148,-0.209389992420682,-0.6082533489128571,-2.2168158214204308,1.1456500762857562,0.7143762819406444,-1.1889759977450012
39,Patrick Reed,0.17932559867255726,-0.4469037539805604,0.3623457430785187,-0.07021865108285881,0.2676258961648291,1.6271037614550672,0.36495548742101125,0.7075495535515893,0.871634706518206,-0.7143145446725839
40,Keegan Bradley,0.6071143762287818,0.7065573317122849,-1.2831956295883,0.3612722702442195,1.897228398794519,-0.48358920237310743,1.0006323296254354,-0.18658543144387232,-0.5801088551083422,1.1398317563915443
41,Jordan Spieth,0.06674960457881429,-1.6081191999133546,1.9878195380298882,-1.2417984311418246,-0.49511524548205404,1.0037830287563192,-0.5725790731486464,0.12341552323936865,0.019128510124052648,-0.06165504669801091
42,Ian Poulter,-0.13588718478992431,0.6193207790128256,0.8439676082492948,0.24930310711504097,-0.1149553748834488,0.38905982340513995,0.4111219619945155,0.059365739213905686,1.3152689990106976,-0.1951535803746286
43,Vaughn Taylor,-1.4305111168679685,1.078766623229973,2.0910242234236263,-0.8895052105646531,0.3136325047086093,-0.2643522550100995,-0.43052838215324685,-1.1498941831868366,0.6779585415121553,-1.3521408722386443
44,Emiliano Grillo,0.23561359571942875,1.0206089214303344,-1.607143669851977,1.046742025010654,2.0521980275735685,-1.2702629546756656,-0.13932446561266879,0.10548158371223895,-0.28380087616746186,1.6886590615065256
45,Denny McCarthy,-0.4398423688430291,0.6406452696726932,2.5439781204294754,0.20833877914095122,-1.1077295592492333,0.02366491113345998,0.23710986552514907,-1.198572019046188,-0.687706724556149,-1.099976975293923
46,Rafa Cabrera Bello,-0.5749335617555194,0.5844261579330408,0.30214300993217164,0.4322771053993083,0.29910410201057347,0.2042129854324077,-0.8140652478408335,-0.9987366928867432,0.12010497222122414,1.080499074757492
47,Abraham Ancer,-0.0908567871524233,1.4063883433679427,-0.0017374526160562123,1.3635328280102812,-0.14885498117886584,-0.34173000113821994,-0.7323861005184754,0.7536653980499226,-0.7770957237897106,0.26467470228927525
48,Kevin Kisner,-0.8226007487617526,1.4684232252875564,0.9586394809090034,0.5387843581319416,0.165927077278578,-0.8532828783185717,-0.7323861005184754,0.06192773057492369,-0.8780721858868821,-1.203809168153514
49,Michael Thompson,-0.8676311463992535,1.4567916849276281,1.1707824453294644,0.04994337764113768,-0.2820320059108613,0.380462296057571,-1.7587023429602597,-1.0884063905223917,0.9544022984011336,-0.26931943241719347
50,Byeong Hun An,1.5752679254349675,-0.7919727846584182,-1.971226865546552,0.8255346539505695,0.7882269928444479,2.6201181700992797,1.139131753345953,0.21308522087501533,0.7772796517716686,-0.0023223650639587544
51,Bud Cauley,-0.10211438656180015,0.002849139936649153,-0.44035736553944177,-0.6601049739097506,0.37416751595042547,2.749081080312814,0.29748140919819577,-0.6759257813984103,1.4841148864518703,-0.3731516252767844
52,Jason Kokrak,1.2713127413818628,0.06100684173628914,-0.3256854928797331,1.3034518136482829,1.8802785956468107,-1.4723048473435356,0.6703644730611268,0.05680374785288586,-0.4013308566412191,0.9766668818979005
53,Harold Varner III,0.9448423585100106,-0.7163677723188873,-0.4145561941910073,0.7053726252265731,-0.1900187888233008,0.21710927645376113,0.5105574456912978,0.4359784692836276,1.0686215751995742,-0.3286521140512456
54,Zach Johnson,-0.8676311463992535,0.6096278287128862,-0.10207534119330125,-0.14122348623794764,0.5824079546222729,0.6340893528108547,-1.6770231956379018,-2.3130382610892437,0.6415408010836674,-0.506650158953402
55,Francesco Molinari,-0.3835543717961576,1.0244861015503097,-0.2941507278983132,0.5524391341233048,0.2046694844733403,0.6598819348535615,-1.304140131774971,0.3949866075073304,2.5137437294754874,-0.7884803967151495
56,Brandt Snedeker,-0.8788887458086241,0.09396287275608499,1.9419507889660048,-0.6327954219270242,-0.3449884176023501,2.3621923496722115,-0.5938866767979577,-0.6349339196221131,1.520532626880358,-0.9961447824343314
57,Tyrrell Hatton,0.2693863939475529,0.004787729996638117,-0.13934369980770656,0.3612722702442195,0.19256248222497713,1.579817361043438,0.02758509630692893,-0.22245331049813172,0.7060995227523509,-1.6339711100003917
58,Kevin Streelman,-0.22594798006491998,1.0710122629900227,-0.7815061867020748,0.9511585930711114,1.0836378477045105,0.42344993279541565,0.6277492657625043,1.2558157048095524,0.12838173140951642,-0.2544862620086801
59,Andrew Putnam,-1.374223119821097,-0.2995709094214735,2.1798949247349,-2.0146587522529837,0.7809627914954299,0.11393894828293383,0.5176599802410665,-0.5785701096797059,1.5586057191465044,-0.610482351812993
60,Jhonattan Vegas,1.4514343319318541,-0.7202449524388638,-0.3342858833292112,1.9643429716302636,-0.010835155547525076,-0.28584607337902185,-0.08960672376427765,2.331852076437331,-0.7290905204976128,0.07184348697860611
61,Matt Every,0.06674960457881429,0.074576972156205,0.06133207734678354,0.15098871997722563,0.11992046873479775,0.1483290576732096,0.9402607859523886,-0.47352846387794756,0.42303435851273863,-0.9813116120258186
62,J.T. Poston,-0.13588718478992431,-0.22978166726190666,0.2820754322167226,-0.051101964694950285,0.32089670605762727,-0.0021276709092468335,-0.6755658241203156,0.3668047025361268,0.26743128577283526,0.5465049400510227
63,Nick Taylor,-0.28223597711179144,-0.24335179768182252,0.91277073184512,0.14552680958068032,-0.33772421625333215,0.06665254787130469,0.7591461549332534,0.15928340229362623,-0.5238268926279521,-0.8626462487577143
64,Joaquin Niemann,0.6971751715037775,-0.1367293443824846,-1.111187820598737,0.7026416700283004,1.010995834214331,0.4406449874905536,0.33299408194704444,0.7459794239668686,0.050580195039564735,-0.29898577323421954
65,Sung Kang,0.5620839785912808,-0.11152767360264047,0.10146723277768155,0.4595866573820348,0.3451107105543538,-0.2815473097052374,0.9970810623505535,-0.5401402392644286,1.0404805939593786,1.0656659043489787
66,Joel Dahmen,-0.28223597711179144,1.3017044801285909,-0.041872608046954224,0.5387843581319416,0.3378465092053358,-1.0381297162913041,-0.2955802257076109,-0.4658424897948917,0.058856954227858194,-0.29898577323421954
67,Troy Merritt,-0.0908567871524233,0.9566354494507318,0.2218726990703756,-0.14122348623794764,0.5581939501255464,1.1112521206009307,0.3045839437479645,0.34630877164797913,-0.06363908175887488,-0.8181467375321756
68,Bubba Watson,2.0706022994474402,-0.7086134120789355,-1.1341221951306788,2.3139052370091626,-0.44426583603892855,-0.4792904386993229,0.4430833674684823,1.3019315493078858,0.23597960085732317,2.8901458645960814
69,Danny Lee,0.8097511655975204,-1.2611115791755079,-0.3658206483106311,-0.04290909910013233,0.5146087420314389,-0.6254484036079949,1.2456697715925091,-0.42485062801859447,0.6034677088175212,1.6293263798724735
70,Aaron Baddeley,-0.8563735469898768,-0.8811479274178652,1.818678525856818,-1.3892700118485477,-0.9600241318192019,1.872133290860782,-0.27427262205829966,-0.42228863665757643,0.6895460043757652,-1.3224745314216182
71,Kevin Tway,1.1474791478787494,-1.1506119457561934,-0.26548275973338603,0.05267433283941033,0.37416751595042547,1.1585385210125598,0.9864272605258978,0.8971369142669602,-0.06363908175887488,-0.46215064772786263
72,Jonas Blixt,-0.5186455647086479,0.3925057419942325,0.33654457173008423,0.017171915261865903,-0.1754903861252649,0.12253647563050278,-0.19614474201082863,-1.1114643127715573,-0.5238268926279521,-1.3373077018301316
73,Hank Lebioda,-0.03456879010555182,0.6445224497926684,-0.7786393898855821,0.29026743508913067,0.6913709748575421,0.6168942981157168,0.05954650178089574,-0.014932010255632953,-1.1429284799122503,1.6293263798724735
74,Billy Horschel,-0.3272663747492861,0.22772558689525463,1.033176198137814,-0.04290909910013233,0.4177527240445331,0.2600969131916059,0.26552000372422896,0.605069899110849,-0.39967550480356084,-0.6401486926300191
75,Dylan Frittelli,0.22435599631005188,-0.29181654918152183,-0.861776497563871,0.6370987452697567,0.40564572179616987,0.5954004797467944,0.556723920264802,1.3224274801960352,-0.4509914117709763,0.3833400655573796
76,Aaron Wise,1.192509545516244,-0.18131691576220735,-0.6209655649784829,1.24883270968283,-0.33772421625333215,0.307383313603235,1.6434117063796332,-0.20964335369303985,-0.5238268926279521,-0.26931943241719347
77,Martin Laird,0.28064399335692336,-0.20845717660203908,0.2992762131156789,-0.24773073897058093,-0.0495775627422874,0.3331758956459418,1.9346156229202112,0.03118383424270031,-0.3152525610829751,0.42783957678291906
78,Cameron Tringale,0.25812879453817605,-0.390684642240908,0.2247394958868683,-0.4907857516168465,0.90929701532808,0.3632672413624331,0.6241979984876225,2.2421823788016826,0.6349193937330333,0.012510805344553955
79,Max Homa,0.5733415780006577,-1.1447961755762293,0.11866801367663783,0.658946386855938,0.5509297487765284,-1.055324770986442,-0.345297967556002,-0.2916270772456325,-1.0899572211071769,-0.5659828405874542
80,Matthew Fitzpatrick,-0.8338583481711295,0.892661977471129,-0.5722300190981067,0.8746918475194772,0.6889495744078694,0.7200646262865441,-1.4319857536708331,-1.1191502868546133,-0.369879171725707,-0.10615455792355036
81,C.T. Pan,-0.9351767428554956,0.5417771766133056,-0.1880792456880827,-0.25046169416885355,0.04001425389560046,0.17842040338970092,-0.5228613313002554,-0.9654308051935018,0.5836034867656178,-0.4473174773193499
82,Sam Burns,1.5414951272068498,-0.9742002502972885,1.0159754172388578,0.7982251019678431,-0.7178840868519374,-1.3777320465202771,0.6206467312127356,-1.3036136648479462,-1.61139304996962,-1.6043047691833656
83,Johnson Wagner,-1.48679911391484,1.0264246916102986,1.2481859593747677,-0.6409882875218421,-0.31351021175660565,-1.265964191001881,0.6845695421606642,1.4454030655249233,-1.3829544963727396,0.41300640637440567
84,Scott Brown,-0.5974487605742667,0.48361947481366696,0.30787660356515706,0.48416525416648865,-0.19970439062199138,-0.9736482611845371,0.10216170907951311,-0.5401402392644286,-0.3798112827516575,0.14600933902117097
85,Matt Jones,-0.02331119069618136,-0.014598170603241879,0.4827512093712127,0.852844205933296,-0.9600241318192019,1.3906717593969211,0.9438120532272755,-0.23526326730322542,0.553807153687764,-0.7736472263066361
86,Ryan Armour,-2.0159062861554307,2.2109032182629496,0.24480707360231732,-0.3050807981343065,-0.22391839511871783,0.5567116066827342,0.25841746917446023,-1.7058463085278537,0.7640368370704005,0.7541693257702052
87,Si Woo Kim,-0.1696599830180485,-0.1289749841425329,0.2190059022538829,0.008979049667047956,-1.0302447448597085,1.6915852165618341,-0.5619252713239908,-0.36592482671516935,1.520532626880358,-1.0406442936598708
88,Phil Mickelson,1.4739495307506014,-2.2148978886895905,-0.49769330186929595,-0.40612614047039447,-0.15369778207821114,0.4492425148381225,1.117824149696642,0.26944903081742244,0.23597960085732317,-0.3731516252767844
89,Keith Mitchell,1.1362215484693725,-0.4023161826008363,-0.4174229910075,1.8496428533028122,-0.24328959871609898,-0.6211496399342105,1.3770666607632531,0.5282101582802942,0.07209976892912631,1.4068288237447784
90,Nick Watney,0.6971751715037775,-0.4081319527808004,-0.34575307059518207,-0.029254323108769104,0.13202747098316098,0.19131669441105434,1.6114503009056662,0.5025902446701086,-0.2589705986025838,0.08667665738711948
91,Kiradech Aphibarnrat,-0.12462958538054747,0.22190981671529048,1.4058597842818672,-0.001944771126042625,-1.381347810062242,0.6082967707681479,-2.0321499231264086,-1.6417965245023907,0.28067410047410335,-0.3583184548682717
92,Sam Ryder,0.05549200516943743,0.23741853719519393,1.0876453376511757,0.006248094468775305,0.6962137757568873,-1.1885864448737606,0.6668132057862398,-0.3787347835202612,2.0055507153143135,-0.46215064772786263
93,J.J. Spaun,-0.3497815735680334,0.34404099049453324,-0.08774135711083768,-0.20676641099649118,0.4129099231451878,-0.12249305377521198,1.036145002374289,0.4667223656158492,-0.5503125220304884,0.012510805344553955
94,Martin Kaymer,-0.25972077829303775,-0.27243064858164184,-0.09634174756031581,-0.5836382283581165,0.9262468184757886,0.35466971401486413,-1.3361015372489378,-1.987665358239891,1.8284280686848484,-0.38798479568529776
95,Adam Schenk,0.6521447738662765,-0.3228339901413301,0.91277073184512,-0.08933533747076734,0.4225955249438784,-1.2487691363067432,0.8692354404546913,0.028621842881682298,-0.4062969121541949,-0.4918169885448887
96,Brian Stuard,-2.072194283202302,1.6642208213463425,0.5687551138659942,-0.8021146442199283,0.5436655474275107,1.0510694291679483,-1.4035756154717531,-1.500886999646373,0.7243083929665949,-0.506650158953402
97,Mackenzie Hughes,0.3819623880412959,-0.9994019210771313,-0.26548275973338603,-0.417049961263485,-0.17791178657493756,0.315980840950804,-0.4411821839778974,0.17465535045973793,-1.0502287770033711,-0.07648821710652427
98,Corey Conners,0.25812879453817605,0.8345042756714903,-2.068697957307304,1.7267498693805434,1.5679179376390395,-0.5910582942177193,1.671821844578713,2.2447443701627003,0.08203187995507799,0.5761712808680488
99,Cameron Smith,0.010461607531942809,-0.6737187909991521,0.5171527711691253,-0.9768957769093778,0.3475321110040264,0.939301573649552,-0.6293993495468063,-0.5401402392644286,1.341754628413235,-0.610482351812993
100,Trey Mullinax,1.7328743171662115,-2.148985826649999,-1.1771241473780696,0.9702752794590199,0.4225955249438784,-1.2272753179378209,2.3643189631813017,0.7434174326058488,-0.712537002121027,0.5761712808680488
101,Luke List,2.2844966882255493,-1.625566510453247,-0.7385042344546842,1.4864258119325502,-0.09316277083639501,-0.01502396193060024,-0.01503011099169348,1.2276337998383489,-0.6248033547251236,1.080499074757492
102,Kevin Na,-0.3385239741586629,0.25486584773508636,0.2534074640517955,-0.7529574506510206,0.19498388267464975,1.304696485921232,0.1554307182027911,-1.265183794432669,1.0686215751995742,-0.3583184548682717
103,Danny Willett,-0.012053591286804504,-0.49730709554024727,-0.42315658464048544,-0.2641164701602168,0.8705546081333178,0.6770769895486993,0.07730283815532006,1.6093705126301088,0.37171845154532435,1.3326629717022134
104,Ryan Moore,-1.4079959180492212,2.274876690242552,0.43401566349083665,0.030826691253229135,1.115116053550255,0.09244512991401149,-0.746591169618018,0.4282924952005718,-1.293565497139178,-0.06165504669801091
105,Carlos Ortiz,0.7309479697318952,-0.0882645928827853,0.09573363914469611,0.5633629549163954,-0.3159316122062783,-0.31163865542172864,0.11991804545394247,1.3275514629180714,-0.45761281912161034,-0.6549818630385318
106,Pat Perez,-0.890146345218001,0.4564792139738353,1.3915258001994035,-1.5203558613656345,-0.015677956446870357,1.1714348120339133,-0.66491202229566,-1.4522091637870218,-0.06363908175887488,0.5613381104595361
107,Cameron Champ,2.610967071097408,-1.5519000881737035,0.3279441812806061,1.7759070629494507,-0.8631681138322961,-2.8178178772380744,1.5901426972563601,1.4863949273012187,-2.5830845786751886,2.756647330919463
108,Dominic Bozzelli,0.12303760162568578,-0.56128056751985,1.8932152430856288,-1.1025197160299194,-1.7009726694190312,-0.3288337101168665,1.1817469606445754,-1.4189032760937803,0.7805903554469862,-1.811969154902548
109,Shawn Stefani,-0.02331119069618136,-0.25110615792177426,-0.33715268014570393,-1.2417984311418246,0.6889495744078694,0.058055020523735734,-0.1357731983377819,1.1533360503688121,0.2955722670130309,0.9618337114893878
110,Harris English,0.6746599726850238,-0.23947461756184735,1.5348656410240393,-0.30781175333257915,-1.3886120114112601,0.5653091340303031,-0.7572449714426686,1.3070555320299235,0.17307623102629782,-1.7378033028599829
111,SebastiÃ¡n MuÃ±oz,0.3819623880412959,-0.5477104370999342,-0.4546913496219053,-0.2613855149619441,-0.19728299017231873,1.304696485921232,1.0610038732984821,0.16696937637668208,-0.4360932452320488,-0.9664784416173059
112,Jimmy Walker,0.6071143762287818,-1.3813041628947629,-0.26834955654987874,-0.6218716011339336,0.0036932471505108054,1.4422569234823348,0.5886853257387687,-0.3941067316863729,1.912851012405434,0.27950787269778865
113,Patrick Rodgers,0.6071143762287818,-1.228155548155712,1.1507148676140153,0.22472451033058713,-0.2457109991657716,0.23000556747511455,-1.4497420900452576,0.5025902446701086,-0.5503125220304884,-0.9516452712087926
114,Brian Gay,-2.184770277296045,1.6816681318862323,1.2911879116221583,-0.7829979578320198,-1.0520373489067625,0.28159073156052816,-1.7942150157091086,-0.8450172112256317,-0.24407243206365747,-1.0406442936598708
115,Russell Henley,-0.7888279505336347,1.4025111632479648,-1.2774620359553146,0.20833877914095122,0.36448191415173486,-0.2471572003149616,-0.451835985802553,-0.9577448311104477,-1.472343495606301,1.080499074757492
116,Roger Sloan,0.1905831980819341,-0.3034480895414501,-0.030405420780983367,-0.417049961263485,-0.025363558245560944,-0.48358920237310743,0.11991804545394247,-0.47609045523896554,0.9875093351543051,0.36850689514886686
117,Kramer Hickok,-0.5299031641180247,1.3404762813283508,-1.9368253037486394,0.6889868940369371,-0.6670346774088118,1.0166793197776725,-0.20679854383548424,-0.28137911180155867,-1.0187770920878592,0.45750591759994513
118,Kyoung-Hoon Lee,-0.8226007487617526,0.818995555191587,-0.3199518992467476,0.4677795229768527,-0.11253397443377616,-0.48358920237310743,1.1817469606445754,-0.5760081183186879,0.3783398588959584,1.4958278461958565
119,Chase Wright,0.4382503850881673,0.13467326401583118,1.3399234575025345,-0.1903806798068553,-0.652506274710776,-1.2272753179378209,-0.19614474201082863,0.23358115176316488,-0.24407243206365747,-0.26931943241719347
120,Cameron Davis,1.5414951272068498,-1.0963314240765298,-1.3061300041202417,0.287536479890858,0.24341189166810265,-0.35462629215957336,-0.48024612400163796,2.1063968366677006,-0.4675449301475609,1.0359995635319525
121,Sepp Straka,0.9898727561475054,-0.11152767360264047,-0.11067573164277941,0.6698702076490286,0.7543273865490308,-1.2573666636543122,0.8692354404546913,0.9099468710720521,-1.9739151024168422,1.51066101660437
122,Adam Svensson,-0.6762519564398919,0.31302354953472494,-1.8250202279054233,0.15918158557204357,0.9359324202744792,1.2531113218358183,0.24421240007491776,0.7536653980499226,-0.5387250591668785,2.0446551513108386
123,Stephan Jaeger,-0.04582638951492867,-0.6601486605792363,-0.5980311904465411,-0.8785813897715625,-0.543543254475507,1.781859253711308,-0.9596672061111199,-0.09435374244720579,0.7557600778821082,-0.38798479568529776
124,Charley Hoffman,0.1905831980819341,-0.8152358653782749,-0.4174229910075,0.6316368348732116,0.8875044112810262,-0.9220630970991234,0.7413898185588291,-0.4658424897948917,-2.0202649538712816,-0.1951535803746286
125,Richy Werenski,-0.3272663747492861,-0.10183472330270117,-0.07914096666135953,-0.001944771126042625,-0.6573490756101213,-0.8145940052545116,-0.6507069531961175,-0.23526326730322542,-0.9194559818283459,-0.9516452712087926
126,Brian Harman,-0.7325399534867633,0.892661977471129,0.24767387041881003,0.5906725068991219,-1.0011879394636367,0.5782054250516566,-1.542075039192271,-0.9474968656663738,1.5122558676920659,-1.2483086793790534
127,Josh Teater,-0.4398423688430291,0.07651556221619259,-0.4489577559889199,-0.35150703650494153,0.7034779771059052,-0.8876729877088476,-0.11446559468847574,1.647800383045386,-2.7568965216293373,-0.4176511365023238
128,Brice Garnett,-0.8676311463992535,1.6797295418262461,-0.2511487756509225,0.4022365982183092,-0.7372552904493185,-0.9177643334253389,0.03468763085669765,0.6563097263312201,-0.9989128700359557,-1.4114735538726964
129,Jonathan Byrd,-1.4079959180492212,-0.6058681388995741,-0.7385042344546842,-1.8125680675808078,-0.2214969946690452,1.0381731381465948,-1.7729074120597972,0.7741613289380721,-1.1313410170486404,0.3091742135148147
130,Roberto DÃ­az,-0.9126615440367483,1.0147931512503703,0.13873559139208685,0.15918158557204357,-0.979395335416583,-0.11389552642764304,-0.8318215842152578,-0.38898274896433505,-0.06363908175887488,0.3833400655573796
131,Adam Long,-0.15840238360867165,0.5883033380530159,-0.890444465728798,0.16464349596858888,0.13444887143283363,-0.5996558215652882,-0.5299638658500241,0.20796123815297932,-0.14806202547946062,0.4871722584169712
132,Alex Prugh,1.0236455543756295,0.3188393197146891,-1.3519987531841253,1.1368635465536514,0.11265626738577982,-0.8962705150564165,1.4125793335121068,2.088462897140571,-0.6413568731017094,0.3388405543318408
